time,train_gpu_util,train_cpu_util,train_gpu_mem,train_main_mem,train_loss
3.538107395172119,0.96,0.66,0.23800000000000002,0.861,-0.016603970900177956
0.1550912857055664,0.55,0.41,0.43799999999999994,0.861,-0.021409690380096436
0.16507649421691895,0.55,0.4,0.395,0.861,-0.02399430237710476
0.15857601165771484,0.55,0.37,0.47600000000000003,0.861,-0.03225259482860565
0.15957427024841309,0.51,0.39,0.40700000000000003,0.86,-0.0363241545855999
0.16506361961364746,0.6,0.42,0.506,0.861,-0.03998132422566414
3.059403419494629,0.88,0.59,0.18,0.8640000000000001,-0.04132819548249245
0.1925034523010254,0.25,0.16,0.507,0.8690000000000001,-0.04215605929493904
0.15857601165771484,0.29,0.2,0.56,0.8690000000000001,-0.045276056975126266
0.19150376319885254,0.37,0.26,0.672,0.8690000000000001,-0.04610947519540787
0.18749761581420898,0.45,0.55,0.6629999999999999,0.8690000000000001,-0.04915206879377365
0.17453408241271973,0.56,0.59,0.55,0.87,-0.05467881262302399
0.16406846046447754,0.57,0.51,0.429,0.87,-0.06203366443514824
0.17553091049194336,0.64,0.5,0.47700000000000004,0.87,-0.0606590211391449
0.18151426315307617,0.64,0.47,0.561,0.879,-0.05854396894574165
0.16956710815429688,0.54,0.35,0.65,0.883,-0.06950531154870987
0.1605684757232666,0.33,0.24,0.632,0.884,-0.06804823130369186
0.1825118064880371,0.47,0.34,0.6759999999999999,0.885,-0.06270710378885269
0.18554043769836426,0.12,0.62,0.75,0.8859999999999999,-0.07262980937957764
0.1925053596496582,0.36,0.26,0.8,0.888,-0.07263333350419998
0.17957425117492676,0.4,0.26,0.755,0.888,-0.07596692442893982
0.18900346755981445,0.61,0.42,0.623,0.89,-0.085966095328331
0.19948339462280273,0.22,0.17,0.594,0.888,-0.0710497722029686
0.1520984172821045,0.53,0.34,0.43799999999999994,0.888,-0.08055636286735535
0.15059733390808105,0.32,0.23,0.34700000000000003,0.888,-0.07864801585674286
0.14961481094360352,0.35,0.27,0.456,0.887,-0.07942388206720352
0.14860224723815918,0.45,0.28,0.444,0.8809999999999999,-0.08335742354393005
0.17204689979553223,0.43,0.31,0.528,0.877,-0.08701562136411667
0.16057133674621582,0.35,0.29,0.34700000000000003,0.87,-0.09606263041496277
0.16057085990905762,0.43,0.34,0.39899999999999997,0.867,-0.08621711283922195
0.21741867065429688,0.5,0.38,0.43799999999999994,0.865,-0.09450515359640121
0.17353534698486328,0.8,0.48,0.434,0.866,-0.0852932408452034
0.17005443572998047,0.64,0.49,0.532,0.866,-0.09771770238876343
0.15059709548950195,0.53,0.41,0.395,0.866,-0.09215433150529861
0.15159368515014648,0.46,0.35,0.369,0.866,-0.08347401022911072
