comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,9.255767822265625,0.0,0.13,0.18600000000000003,0.76
TRAIN,28.786378145217896,0.99,0.75,0.266,0.866
POST,0.744102954864502,0.04,0.02,0.249,0.871
