comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,19.013196229934692,0.0,0.15,0.324,0.747
TRAIN,47.739487409591675,0.95,0.22,0.5,0.872
POST,0.5330810546875,0.13,0.06,0.541,0.884
