comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,19.05138087272644,0.06,0.17,0.304,0.794
TRAIN,47.01375102996826,0.94,0.66,0.634,0.878
POST,0.429851770401001,0.08,0.04,0.349,0.89
