comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,38.214954217274986,0.11333333333333333,0.21666666666666667,0.23033333333333328,0.802
TRAIN,91.68833295504253,0.8766666666666666,0.5833333333333334,0.35366666666666663,0.9
POST,0.8226495583852133,0.06666666666666667,0.03333333333333333,0.2543333333333333,0.9073333333333333
