comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,15.767822504043579,0.01,0.07,0.222,0.8640000000000001
TRAIN,28.07939648628235,0.22,0.03,0.341,0.9620000000000001
POST,8.274865627288818,0.04,0.02,0.191,0.9640000000000001
