comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,15.466628074645996,0.01,0.01,0.17,0.855
TRAIN,25.647395610809326,0.16,0.03,0.275,0.961
POST,8.762561082839966,0.0,0.01,0.177,0.9640000000000001
