time,val_gpu_util,val_cpu_util,val_gpu_mem,val_main_mem,val_loss
0.07878804206848145,0.67,0.23,0.8370000000000001,0.83,-0.07377944141626358
0.0802912712097168,0.18,0.14,0.374,0.83,-0.06486523151397705
0.07280302047729492,0.06,0.06,0.292,0.831,-0.0648370310664177
0.07679438591003418,0.08,0.07,0.281,0.83,-0.06729034334421158
0.4433314800262451,0.95,0.64,0.245,0.83,-0.06603682041168213
0.07131624221801758,0.61,0.44,0.5,0.8340000000000001,-0.14046798646450043
0.06981301307678223,0.0,0.01,0.306,0.8340000000000001,-0.13591060042381287
0.07579708099365234,0.0,0.01,0.278,0.833,-0.13221068680286407
0.07779073715209961,0.0,0.01,0.331,0.833,-0.1326529085636139
0.06382942199707031,0.08,0.07,0.301,0.833,-0.12006506323814392
0.07081103324890137,0.44,0.32,0.525,0.8340000000000001,-0.2170095145702362
0.07630085945129395,0.09,0.08,0.303,0.8340000000000001,-0.19661301374435425
0.07380247116088867,0.08,0.07,0.285,0.8340000000000001,-0.20647777616977692
0.07579660415649414,0.14,0.11,0.31,0.833,-0.20724955201148987
0.0688161849975586,0.0,0.08,0.281,0.833,-0.1653834879398346
0.0718080997467041,0.59,0.42,0.475,0.8340000000000001,-0.18364383280277252
0.06932640075683594,0.0,0.01,0.344,0.833,-0.18792355060577393
0.07878851890563965,0.0,0.01,0.301,0.833,-0.20468756556510925
0.07479977607727051,0.0,0.01,0.33799999999999997,0.8340000000000001,-0.18559102714061737
0.07280540466308594,0.0,0.01,0.368,0.835,-0.1621064990758896
0.07031869888305664,0.84,0.33,0.725,0.8340000000000001,-0.2421441376209259
0.07280516624450684,0.0,0.24,0.293,0.833,-0.2586825489997864
0.08228635787963867,0.0,0.27,0.295,0.8340000000000001,-0.25108766555786133
0.07280516624450684,0.0,0.01,0.29,0.833,-0.23885577917099
0.06682109832763672,0.0,0.01,0.27699999999999997,0.8340000000000001,-0.2357926070690155
