comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,16.967463731765747,0.03,0.15,0.141,0.7609999999999999
TRAIN,42.25633978843689,0.81,0.59,0.562,0.858
POST,0.7410416603088379,0.03,0.02,0.226,0.862
