comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,17.06068515777588,0.0,0.01,0.149,0.763
TRAIN,42.02803158760071,0.72,0.55,0.6,0.8640000000000001
POST,0.7559888362884521,0.02,0.02,0.33299999999999996,0.867
