comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,18.703282833099365,0.25,0.3,0.249,0.764
TRAIN,46.81623578071594,0.77,0.6,0.675,0.884
POST,0.7564849853515625,0.04,0.02,0.27699999999999997,0.885
