comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,18.404783248901367,0.0,0.01,0.396,0.848
TRAIN,20.249706745147705,0.19,0.08,0.51,0.946
POST,1.6044807434082031,0.01,0.02,0.275,0.9490000000000001
