comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,17.095152378082275,0.04,0.19,0.32899999999999996,0.857
TRAIN,21.05712127685547,0.09,0.06,0.3,0.943
POST,1.3753488063812256,0.05,0.02,0.278,0.95
