comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,18.957222938537598,0.15,0.25,0.32899999999999996,0.774
TRAIN,46.844619274139404,0.64,0.04,0.789,0.8740000000000001
POST,1.0003414154052734,0.04,0.02,0.563,0.884
