comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,17.585012912750244,0.0,0.12,0.27399999999999997,0.785
TRAIN,44.64234757423401,0.7,0.48,0.78,0.883
POST,0.8522272109985352,0.05,0.03,0.331,0.883
