comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,18.943384408950806,0.0,0.12,0.32899999999999996,0.722
TRAIN,46.406999826431274,0.83,0.63,0.542,0.8340000000000001
POST,0.7868976593017578,0.03,0.02,0.335,0.8390000000000001
