comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,18.02117856343587,0.18000000000000002,0.20000000000000004,0.251,0.7946666666666666
TRAIN,48.301130612691246,0.9433333333333334,0.59,0.21266666666666667,0.9073333333333333
POST,0.7965447902679443,0.08,0.04666666666666667,0.24633333333333332,0.9143333333333334
