comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,38.119354486465454,0.03,0.14,0.215,0.802
TRAIN,85.98510408401489,0.87,0.63,0.369,0.897
POST,0.7629857063293457,0.03,0.02,0.19399999999999998,0.902
