time,val_gpu_util,val_cpu_util,val_gpu_mem,val_main_mem,val_loss
0.09474682807922363,0.06,0.05,0.9109999999999999,0.905,-0.08851251006126404
0.08428168296813965,0.25,0.17,0.556,0.905,-0.09498688578605652
0.07929658889770508,0.09,0.07,0.397,0.905,-0.0756932869553566
0.08228874206542969,0.01,0.01,0.401,0.905,-0.10246115922927856
0.09873652458190918,0.01,0.29,0.531,0.904,-0.08059029281139374
0.08528351783752441,0.02,0.02,0.456,0.905,-0.08942443877458572
0.08527898788452148,0.01,0.01,0.42200000000000004,0.9059999999999999,-0.08518223464488983
0.08178114891052246,0.1,0.08,0.451,0.904,-0.09035725891590118
0.08778524398803711,0.02,0.02,0.508,0.905,-0.08260815590620041
0.10970520973205566,0.2,0.14,0.6709999999999999,0.9059999999999999,-0.08093976229429245
0.6413023471832275,0.66,0.44,0.44299999999999995,0.9059999999999999,-0.08654829114675522
0.07380342483520508,0.55,0.4,0.4,0.9159999999999999,-0.06824178248643875
0.07479977607727051,0.0,0.01,0.371,0.9159999999999999,-0.09903891384601593
0.07280540466308594,0.0,0.01,0.319,0.9159999999999999,-0.09494547545909882
0.07231378555297852,0.0,0.01,0.33299999999999996,0.9159999999999999,-0.08301082998514175
0.07380294799804688,0.0,0.01,0.297,0.9159999999999999,-0.09653200209140778
0.0723118782043457,0.0,0.01,0.316,0.915,-0.10737945884466171
0.07530760765075684,0.0,0.01,0.34,0.9159999999999999,-0.07242120802402496
0.0747992992401123,0.05,0.03,0.429,0.917,-0.11844117194414139
0.08676743507385254,0.0,0.01,0.331,0.9159999999999999,-0.10731495171785355
0.08428382873535156,0.05,0.03,0.521,0.917,-0.0838235542178154
0.09525156021118164,0.05,0.03,0.518,0.9159999999999999,-0.05604347586631775
0.08727455139160156,0.8,0.53,0.732,0.907,-0.5184827446937561
0.08975887298583984,0.23,0.16,0.45799999999999996,0.9059999999999999,-0.5359914898872375
0.09126138687133789,0.05,0.04,0.475,0.9059999999999999,-0.44361501932144165
0.09175467491149902,0.05,0.2,0.498,0.907,-0.4767765700817108
0.09175372123718262,0.05,0.04,0.47,0.907,-0.46237194538116455
0.09226155281066895,0.05,0.28,0.451,0.907,-0.46236470341682434
0.09427094459533691,0.05,0.03,0.451,0.907,-0.5141322016716003
0.08178138732910156,0.05,0.26,0.467,0.907,-0.479708731174469
0.09474635124206543,0.06,0.04,0.552,0.9079999999999999,-0.48558399081230164
0.09225964546203613,0.06,0.19,0.466,0.907,-0.46269556879997253
0.08078503608703613,0.05,0.04,0.439,0.907,-0.44382160902023315
0.08878326416015625,0.99,0.27,1.0,0.9,-0.7132848501205444
0.08876299858093262,0.06,0.04,0.47,0.9,-0.6314325332641602
0.09374880790710449,0.05,0.27,0.49,0.899,-0.6810244917869568
0.09773707389831543,0.06,0.04,0.568,0.9,-0.6889253258705139
0.09574389457702637,0.05,0.2,0.606,0.9009999999999999,-0.666053056716919
0.09226226806640625,0.05,0.04,0.41600000000000004,0.9009999999999999,-0.7000339031219482
0.09275341033935547,0.05,0.04,0.45,0.9009999999999999,-0.7048304080963135
0.09673690795898438,0.13,0.09,0.41600000000000004,0.902,-0.6641902923583984
0.09226036071777344,0.05,0.04,0.45799999999999996,0.902,-0.6629507541656494
0.09474635124206543,0.06,0.2,0.428,0.902,-0.6869134306907654
0.07530641555786133,0.04,0.03,0.44,0.902,-0.6560987234115601
0.08379125595092773,0.98,0.35,0.688,0.9,-0.7759712338447571
0.09075284004211426,0.05,0.25,0.516,0.899,-0.7733576893806458
0.11171531677246094,0.05,0.04,0.44299999999999995,0.9,-0.7258649468421936
0.08827590942382812,0.05,0.3,0.442,0.9,-0.7025724649429321
0.08826875686645508,0.09,0.07,0.428,0.9,-0.7592227458953857
0.09075617790222168,0.05,0.04,0.40700000000000003,0.899,-0.7368584275245667
0.09425520896911621,0.24,0.16,0.4,0.9,-0.7566098570823669
0.09025931358337402,0.05,0.04,0.436,0.9,-0.7390248775482178
0.08876204490661621,0.05,0.04,0.41600000000000004,0.9,-0.7343477606773376
0.08931159973144531,0.05,0.04,0.41200000000000003,0.9,-0.757305920124054
0.08328533172607422,0.05,0.04,0.433,0.9009999999999999,-0.8337767720222473
