comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,36.52279543876648,0.0,0.13,0.153,0.797
TRAIN,95.9632556438446,0.98,0.62,0.309,0.9
POST,0.9205546379089355,0.09,0.05,0.326,0.909
