time,train_gpu_util,train_cpu_util,train_gpu_mem,train_main_mem,train_loss
2.863340377807617,0.18,0.14,0.162,0.968,0.24034759402275085
0.0937495231628418,0.14,0.09,0.361,0.968,0.17507359385490417
0.0857701301574707,0.19,0.1,0.521,0.968,0.12731149792671204
0.07879018783569336,0.19,0.1,0.526,0.968,0.09559675306081772
0.10272502899169922,0.12,0.06,0.688,0.968,0.06287844479084015
0.08377599716186523,0.15,0.09,0.589,0.968,0.051943931728601456
0.08676791191101074,0.15,0.09,0.48200000000000004,0.968,0.033777978271245956
0.10172820091247559,0.09,0.06,0.49200000000000005,0.968,0.027969811111688614
0.10870957374572754,0.18,0.1,0.578,0.968,0.024203399196267128
0.08477330207824707,0.18,0.06,0.5,0.968,0.017826536670327187
0.08577108383178711,0.09,0.06,0.46399999999999997,0.968,0.015570578165352345
0.09175467491149902,0.19,0.1,0.446,0.968,0.011224910616874695
0.08676862716674805,0.19,0.06,0.46399999999999997,0.968,0.010685386136174202
0.09873676300048828,0.09,0.06,0.7190000000000001,0.968,0.0087255435064435
0.09574365615844727,0.1,0.04,0.6920000000000001,0.968,0.006706822197884321
0.33610105514526367,0.82,0.47,0.243,0.968,0.005260773003101349
0.09175372123718262,0.03,0.02,0.28,0.977,0.005293516907840967
0.11170148849487305,0.12,0.06,0.762,0.972,0.00482478691264987
0.11070418357849121,0.11,0.06,0.792,0.972,0.0040938034653663635
0.10671448707580566,0.22,0.08,0.764,0.97,0.00357882515527308
0.09375,0.15,0.09,0.594,0.9670000000000001,0.0029694244731217623
0.11369585990905762,0.15,0.06,0.625,0.966,0.0029030460864305496
0.10172772407531738,0.14,0.06,0.6759999999999999,0.965,0.002909233560785651
0.09973382949829102,0.14,0.06,0.523,0.9640000000000001,0.002788928570225835
0.10571694374084473,0.21,0.1,0.508,0.9620000000000001,0.0022065183147788048
0.1047205924987793,0.21,0.06,0.484,0.9620000000000001,0.002009584801271558
0.10272455215454102,0.11,0.06,0.609,0.9620000000000001,0.002147878287360072
0.1107025146484375,0.11,0.06,0.514,0.9620000000000001,0.0019509326666593552
0.08776569366455078,0.17,0.07,0.48200000000000004,0.9620000000000001,0.0016613650368526578
0.08377623558044434,0.17,0.09,0.509,0.9620000000000001,0.0016861127223819494
0.08676695823669434,0.15,0.09,0.672,0.9620000000000001,0.0015585217624902725
0.10172843933105469,0.16,0.08,0.48200000000000004,0.9620000000000001,0.0012020119465887547
0.09175467491149902,0.04,0.02,0.228,0.9670000000000001,0.0014397390186786652
0.08477330207824707,0.11,0.06,0.48200000000000004,0.9640000000000001,0.001391247264109552
