comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,15.7568519115448,0.0,0.01,0.19699999999999998,0.8740000000000001
TRAIN,19.812511920928955,0.36,0.34,0.125,0.9540000000000001
POST,1.561821699142456,0.01,0.07,0.172,0.955
