comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,15.41077709197998,0.0,0.01,0.166,0.8740000000000001
TRAIN,20.316654920578003,0.19,0.1,0.2,0.9640000000000001
POST,1.6216621398925781,0.0,0.01,0.182,0.9620000000000001
