comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,15.551068941752115,0.01,0.03,0.18766666666666668,0.8563333333333333
TRAIN,26.172826051712036,0.17666666666666667,0.03,0.3373333333333333,0.9576666666666668
POST,8.54514217376709,0.02666666666666667,0.016666666666666666,0.19433333333333333,0.956
