comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,38.441431522369385,0.07,0.18,0.349,0.7120000000000001
TRAIN,32.42126250267029,0.52,0.11,0.643,0.8140000000000001
POST,1.2127735614776611,0.07,0.04,0.349,0.8170000000000001
