comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,39.505606174468994,0.07,0.18,0.341,0.738
TRAIN,32.41153311729431,0.5,0.11,0.84,0.8370000000000001
POST,1.3743433952331543,0.09,0.05,0.434,0.8390000000000001
