comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,17.536449670791626,0.0,0.13,0.188,0.769
TRAIN,16.23924207687378,0.48,0.11,0.6829999999999999,0.867
POST,0.9524538516998291,0.03,0.02,0.195,0.868
