comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,18.380757093429565,0.04,0.03,0.23600000000000002,0.78
TRAIN,17.428725719451904,0.72,0.16,0.5,0.868
POST,0.9938726425170898,0.03,0.02,0.203,0.87
