comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,17.133747100830078,0.0,0.06,0.146,0.7659999999999999
TRAIN,15.822367191314697,0.6,0.14,0.45,0.863
POST,0.9741663932800293,0.0,0.01,0.2,0.865
