comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,19.97455072402954,0.16,0.2,0.374,0.775
TRAIN,48.236567735672,0.53,0.38,0.86,0.878
POST,0.9489717483520508,0.07,0.03,0.52,0.8809999999999999
