comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,20.27672878901164,0.016666666666666666,0.11333333333333333,0.3916666666666666,0.81
TRAIN,49.19117267926534,0.7433333333333333,0.41333333333333333,0.6393333333333333,0.8170000000000001
POST,0.8902876377105713,0.04666666666666667,0.02333333333333333,0.37266666666666665,0.8206666666666668
