comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,196.1179711818695,0.0,0.13,0.284,0.858
TRAIN,148.16909170150757,0.2,0.1,0.807,0.7709999999999999
POST,1.312492847442627,0.16,0.09,0.305,0.785
