comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,209.3713755607605,0.14,0.21,0.361,0.96
TRAIN,181.90714073181152,0.16,0.06,0.6609999999999999,0.973
POST,1.9792613983154297,0.02,0.02,0.6409999999999999,0.968
