comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,204.55778908729553,0.05,0.15,0.33,0.873
TRAIN,159.22956490516663,0.11,0.06,0.675,0.9440000000000001
POST,1.557837724685669,0.0,0.01,0.268,0.946
