comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,16.87512755393982,0.0,0.07,0.14300000000000002,0.713
TRAIN,42.236799478530884,0.53,0.38,0.562,0.8220000000000001
POST,0.8547153472900391,0.02,0.02,0.188,0.8270000000000001
THR,436.7225685119629,0.04,0.15,0.166,0.805
