comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,16.868678331375122,0.0,0.15,0.14300000000000002,0.7070000000000001
TRAIN,42.027127504348755,0.82,0.62,0.575,0.812
POST,0.8297817707061768,0.02,0.02,0.193,0.816
THR,435.7999680042267,0.03,0.13,0.15,0.833
