comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,14.33170771598816,0.06,0.03,0.732,0.893
TRAIN,21.401151657104492,0.07,0.05,0.643,0.9490000000000001
POST,1.8810625076293945,0.0,0.01,0.647,0.948
