comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,34.67459726333618,0.04,0.14,0.205,0.774
TRAIN,27.464855909347534,0.63,0.12,0.531,0.871
POST,0.9870898723602295,0.03,0.02,0.2,0.873
