time,val_gpu_util,val_cpu_util,val_gpu_mem,val_main_mem,val_loss
0.10372185707092285,0.44,0.31,0.589,0.845,-0.050472747534513474
0.1047201156616211,0.07,0.05,0.442,0.845,-0.054689764976501465
0.09275150299072266,0.03,0.23,0.47600000000000003,0.845,-0.052616868168115616
0.10272455215454102,0.03,0.03,0.469,0.845,-0.049639422446489334
0.48222994804382324,0.95,0.62,0.426,0.845,-0.05249016731977463
0.10422706604003906,0.5,0.28,0.6609999999999999,0.85,-0.08219046145677567
0.0882723331451416,0.02,0.03,0.479,0.85,-0.0749921053647995
0.0967402458190918,0.13,0.1,0.47200000000000003,0.8490000000000001,-0.08453628420829773
0.11070370674133301,0.05,0.3,0.441,0.848,-0.07745924592018127
0.09824371337890625,0.03,0.03,0.45799999999999996,0.848,-0.0699392631649971
0.12816667556762695,0.29,0.19,0.863,0.85,-0.18287937343120575
0.10422730445861816,0.07,0.05,0.53,0.851,-0.2057197242975235
0.10172677040100098,0.01,0.23,0.48700000000000004,0.853,-0.1823614239692688
0.09873533248901367,0.01,0.02,0.46,0.856,-0.19579343497753143
0.10023975372314453,0.01,0.08,0.439,0.858,-0.18644098937511444
0.10073089599609375,0.52,0.28,0.5710000000000001,0.8590000000000001,-0.26371338963508606
0.0937502384185791,0.1,0.09,0.47600000000000003,0.8590000000000001,-0.2267075628042221
0.09026432037353516,0.0,0.02,0.426,0.8590000000000001,-0.2693483829498291
0.09474635124206543,0.0,0.02,0.414,0.8590000000000001,-0.24413122236728668
0.09075736999511719,0.0,0.08,0.42100000000000004,0.8590000000000001,-0.25089988112449646
0.0992424488067627,0.48,0.33,0.5710000000000001,0.8590000000000001,-0.2718367874622345
0.08975887298583984,0.05,0.04,0.45799999999999996,0.86,-0.26042091846466064
0.10072970390319824,0.25,0.18,0.42700000000000005,0.86,-0.23865392804145813
0.09125900268554688,0.03,0.03,0.40299999999999997,0.86,-0.27803999185562134
0.08976030349731445,0.03,0.03,0.40700000000000003,0.8590000000000001,-0.3068102300167084
