comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,19.138689517974854,0.17,0.25,0.342,0.7490000000000001
TRAIN,48.27587604522705,0.74,0.19,0.542,0.857
POST,1.0497183799743652,0.12,0.06,0.47,0.8590000000000001
