comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,19.306148290634155,0.09,0.12,0.38799999999999996,0.747
TRAIN,48.3267822265625,0.78,0.53,0.604,0.855
POST,0.8168175220489502,0.06,0.03,0.305,0.8590000000000001
