comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,72.6980369091034,0.27,0.33,0.185,0.758
TRAIN,49.15770649909973,0.61,0.16,0.575,0.862
POST,1.0417282581329346,0.06,0.03,0.213,0.8640000000000001
