comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,71.84228682518005,0.0,0.13,0.19,0.773
TRAIN,49.00884389877319,0.6,0.12,0.469,0.858
POST,1.0521879196166992,0.03,0.02,0.261,0.858
