comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,20.436582326889038,0.2,0.27,0.41,0.775
TRAIN,47.068174839019775,0.75,0.55,0.604,0.8759999999999999
POST,0.9744222164154053,0.07,0.04,0.45899999999999996,0.878
