comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,20.264541387557983,0.34,0.36,0.382,0.777
TRAIN,48.84486103057861,0.83,0.19,0.604,0.877
POST,0.8881666660308838,0.1,0.05,0.40399999999999997,0.878
