comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,18.841984748840332,0.13,0.23,0.349,0.773
TRAIN,49.021026849746704,0.43,0.27,0.6459999999999999,0.883
POST,1.0372908115386963,0.08,0.04,0.534,0.887
