comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,18.862388610839844,0.16,0.25,0.353,0.754
TRAIN,42.42541170120239,0.65,0.37,0.7140000000000001,0.851
POST,0.8048627376556396,0.09,0.05,0.33899999999999997,0.855
