comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,18.733235120773315,0.44,0.44,0.344,0.754
TRAIN,42.5790433883667,0.3,0.21,0.583,0.851
POST,0.9355003833770752,0.08,0.06,0.526,0.86
