comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,19.657292127609253,0.04,0.02,0.419,0.768
TRAIN,45.41101670265198,0.42,0.07,0.653,0.873
POST,0.8068687915802002,0.06,0.03,0.386,0.875
