comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,17.914698123931885,0.22,0.26,0.17800000000000002,0.774
TRAIN,49.055147886276245,0.85,0.57,0.262,0.914
POST,0.8058459758758545,0.09,0.05,0.24,0.919
